Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score,Study_Category,Attendance_Category,Score_Category,Study_Efficiency
Male,4.8,Yes,Rural,86.4,Tertiary,56.3,Low (0-5h),Good (75-90%),Pass (50-70),9.706896551724137
Female,11.8,Yes,Rural,65.1,Primary,82.8,High (10-15h),Fair (60-75%),Good (70-85),6.468749999999999
Female,14.6,No,Rural,92.2,Tertiary,86.5,High (10-15h),Excellent (90%+),Excellent (85+),5.544871794871795
Female,7.9,No,Rural,57.8,Primary,51.7,Medium (5-10h),Poor (<60%),Pass (50-70),5.808988764044944
Female,11.7,Yes,Urban,58.0,,82.1,High (10-15h),Poor (<60%),Good (70-85),6.464566929133858
Male,13.9,No,Urban,53.7,Secondary,75.0,High (10-15h),Poor (<60%),Good (70-85),5.033557046979865
Female,16.0,No,Urban,90.8,Primary,90.7,Very High (15h+),Excellent (90%+),Excellent (85+),5.335294117647059
Male,5.9,No,Urban,64.2,Secondary,52.2,Medium (5-10h),Fair (60-75%),Pass (50-70),7.565217391304348
Male,12.3,No,Urban,86.2,Primary,74.9,High (10-15h),Good (75-90%),Good (70-85),5.631578947368421
Female,7.6,No,Rural,73.6,Tertiary,57.5,Medium (5-10h),Fair (60-75%),Pass (50-70),6.686046511627907
Male,12.0,No,Urban,88.1,Tertiary,77.7,High (10-15h),Good (75-90%),Good (70-85),5.976923076923077
Female,9.8,Yes,Urban,76.7,Secondary,88.1,Medium (5-10h),Good (75-90%),Excellent (85+),8.157407407407407
Male,13.0,No,Rural,53.2,Tertiary,81.1,High (10-15h),Poor (<60%),Good (70-85),5.792857142857143
Female,4.7,No,Urban,69.4,Secondary,40.8,Low (0-5h),Fair (60-75%),Fail (<50),7.157894736842104
Female,8.3,Yes,Urban,71.8,Tertiary,79.3,Medium (5-10h),Fair (60-75%),Good (70-85),8.526881720430106
Male,12.4,No,Urban,64.9,Tertiary,82.7,High (10-15h),Fair (60-75%),Good (70-85),6.1716417910447765
Female,9.8,No,Rural,75.7,Secondary,68.0,Medium (5-10h),Good (75-90%),Pass (50-70),6.296296296296296
Female,8.5,Yes,Urban,55.8,Tertiary,75.3,Medium (5-10h),Poor (<60%),Good (70-85),7.9263157894736835
Male,4.0,No,Rural,66.2,,31.8,Low (0-5h),Fair (60-75%),Fail (<50),6.36
Female,10.3,Yes,Rural,96.7,Primary,81.3,High (10-15h),Excellent (90%+),Good (70-85),7.194690265486725
Male,12.5,No,Urban,99.6,Primary,81.3,High (10-15h),Excellent (90%+),Good (70-85),6.022222222222222
Male,13.3,No,Urban,73.2,Secondary,85.3,High (10-15h),Fair (60-75%),Excellent (85+),5.965034965034964
Male,11.3,No,Rural,71.3,Primary,62.2,High (10-15h),Fair (60-75%),Pass (50-70),5.056910569105691
Male,10.2,Yes,Urban,73.6,Primary,75.0,High (10-15h),Fair (60-75%),Good (70-85),6.696428571428572
Female,2.2,No,Urban,75.5,Primary,48.7,Low (0-5h),Good (75-90%),Fail (<50),15.21875
Male,16.0,No,Urban,72.5,Tertiary,92.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.411764705882353
Male,2.1,Yes,Urban,85.8,Tertiary,55.5,Low (0-5h),Good (75-90%),Pass (50-70),17.903225806451612
Female,7.7,No,Urban,85.8,Tertiary,62.9,Medium (5-10h),Good (75-90%),Pass (50-70),7.2298850574712645
Male,12.7,No,Urban,56.2,Secondary,74.6,High (10-15h),Poor (<60%),Good (70-85),5.445255474452555
Male,12.4,No,Rural,58.5,Secondary,69.0,High (10-15h),Poor (<60%),Pass (50-70),5.149253731343284
Male,4.8,Yes,Urban,76.8,Secondary,66.3,Low (0-5h),Good (75-90%),Pass (50-70),11.431034482758621
Female,11.0,Yes,Urban,83.4,Secondary,83.1,High (10-15h),Good (75-90%),Good (70-85),6.925
Male,13.7,No,Urban,68.0,Primary,72.6,High (10-15h),Fair (60-75%),Good (70-85),4.938775510204081
Female,11.8,Yes,Urban,94.6,Primary,97.3,High (10-15h),Excellent (90%+),Excellent (85+),7.601562499999999
Male,15.1,Yes,Urban,54.8,Primary,99.4,Very High (15h+),Poor (<60%),Excellent (85+),6.173913043478261
Male,10.4,No,Rural,82.8,Tertiary,74.2,High (10-15h),Good (75-90%),Good (70-85),6.508771929824562
Male,14.9,No,Rural,58.3,Secondary,84.9,High (10-15h),Poor (<60%),Good (70-85),5.339622641509434
Male,7.8,Yes,Rural,91.4,Primary,75.8,Medium (5-10h),Excellent (90%+),Good (70-85),8.613636363636363
Female,8.0,No,Urban,76.8,Secondary,59.7,Medium (5-10h),Good (75-90%),Pass (50-70),6.633333333333334
Female,12.5,No,Urban,76.4,Secondary,74.2,High (10-15h),Good (75-90%),Good (70-85),5.496296296296297
Female,11.5,No,Urban,80.3,,65.0,High (10-15h),Good (75-90%),Pass (50-70),5.2
Male,14.5,Yes,Urban,85.3,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.451612903225806
Male,16.0,Yes,Urban,97.7,Secondary,100.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.882352941176471
Female,0.7,Yes,Rural,87.4,Secondary,52.6,Low (0-5h),Good (75-90%),Pass (50-70),30.941176470588236
Female,12.4,No,Urban,64.9,Primary,80.6,High (10-15h),Fair (60-75%),Good (70-85),6.014925373134328
Male,3.3,No,Urban,72.3,Secondary,44.7,Low (0-5h),Fair (60-75%),Fail (<50),10.395348837209303
Female,4.5,Yes,Rural,68.0,Primary,49.2,Low (0-5h),Fair (60-75%),Fail (<50),8.945454545454545
Female,5.4,No,Urban,81.3,Secondary,52.6,Medium (5-10h),Good (75-90%),Pass (50-70),8.21875
Male,8.2,No,Urban,69.6,Primary,59.2,Medium (5-10h),Fair (60-75%),Pass (50-70),6.434782608695653
Female,8.8,Yes,Rural,52.1,Primary,66.3,Medium (5-10h),Poor (<60%),Pass (50-70),6.765306122448979
Female,5.6,No,Rural,96.2,Secondary,61.3,Medium (5-10h),Excellent (90%+),Pass (50-70),9.287878787878787
Male,15.0,No,Urban,70.3,Secondary,79.9,High (10-15h),Fair (60-75%),Good (70-85),4.99375
Female,10.6,Yes,Rural,97.2,Tertiary,83.9,High (10-15h),Excellent (90%+),Good (70-85),7.232758620689656
Male,4.4,No,Urban,86.1,Primary,47.3,Low (0-5h),Good (75-90%),Fail (<50),8.759259259259258
Female,6.7,Yes,Urban,95.9,Secondary,74.0,Medium (5-10h),Excellent (90%+),Good (70-85),9.61038961038961
Female,8.9,Yes,Rural,91.2,Secondary,74.4,Medium (5-10h),Excellent (90%+),Good (70-85),7.515151515151516
Male,16.0,No,Rural,82.3,Tertiary,87.8,Very High (15h+),Good (75-90%),Excellent (85+),5.164705882352941
Male,6.8,Yes,Rural,53.4,Primary,57.6,Medium (5-10h),Poor (<60%),Pass (50-70),7.384615384615385
Male,5.6,Yes,Rural,91.9,Primary,68.1,Medium (5-10h),Excellent (90%+),Pass (50-70),10.318181818181818
Male,16.0,No,Rural,84.6,Tertiary,94.8,Very High (15h+),Good (75-90%),Excellent (85+),5.576470588235294
Female,8.4,Yes,Urban,97.9,Tertiary,88.9,Medium (5-10h),Excellent (90%+),Excellent (85+),9.457446808510639
Female,8.1,Yes,Rural,57.1,Secondary,76.2,Medium (5-10h),Poor (<60%),Good (70-85),8.373626373626374
Male,9.4,No,Urban,54.4,,58.7,Medium (5-10h),Poor (<60%),Pass (50-70),5.644230769230769
Male,7.4,No,Urban,75.9,Secondary,57.3,Medium (5-10h),Good (75-90%),Pass (50-70),6.821428571428571
Female,11.1,Yes,Rural,68.0,Secondary,87.2,High (10-15h),Fair (60-75%),Excellent (85+),7.206611570247935
Female,10.0,No,Rural,98.0,Tertiary,79.5,Medium (5-10h),Excellent (90%+),Good (70-85),7.2272727272727275
Male,9.6,Yes,Rural,85.2,Secondary,83.1,Medium (5-10h),Good (75-90%),Good (70-85),7.839622641509433
Male,10.6,No,Rural,72.3,Secondary,62.4,High (10-15h),Fair (60-75%),Pass (50-70),5.379310344827586
Male,11.4,No,Urban,59.6,Tertiary,71.8,High (10-15h),Poor (<60%),Good (70-85),5.790322580645161
Female,0.0,No,Rural,72.1,Tertiary,28.6,,Fair (60-75%),Fail (<50),28.6
Male,4.0,No,Rural,73.3,Secondary,36.0,Low (0-5h),Fair (60-75%),Fail (<50),7.2
Female,11.7,No,Rural,50.5,Primary,69.9,High (10-15h),Poor (<60%),Pass (50-70),5.503937007874017
Male,13.3,Yes,Urban,62.9,Tertiary,96.7,High (10-15h),Fair (60-75%),Excellent (85+),6.7622377622377625
Male,4.0,No,Urban,62.3,Secondary,43.3,Low (0-5h),Fair (60-75%),Fail (<50),8.66
Female,15.0,No,Rural,69.1,,83.8,High (10-15h),Fair (60-75%),Good (70-85),5.2375
Male,6.3,Yes,Urban,71.2,Tertiary,77.5,Medium (5-10h),Fair (60-75%),Good (70-85),10.616438356164384
Male,6.1,No,Urban,63.4,Secondary,49.2,Medium (5-10h),Fair (60-75%),Fail (<50),6.929577464788733
Male,7.3,No,Urban,55.6,Secondary,41.6,Medium (5-10h),Poor (<60%),Fail (<50),5.0120481927710845
Female,6.1,No,Rural,56.9,Secondary,46.8,Medium (5-10h),Poor (<60%),Fail (<50),6.591549295774648
Female,10.4,Yes,Urban,84.4,Secondary,86.6,High (10-15h),Good (75-90%),Excellent (85+),7.596491228070175
Male,16.0,No,Urban,97.8,Tertiary,100.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.882352941176471
Male,8.7,No,Rural,67.2,,51.7,Medium (5-10h),Fair (60-75%),Pass (50-70),5.3298969072164954
Male,3.8,Yes,Urban,57.1,Secondary,49.4,Low (0-5h),Poor (<60%),Fail (<50),10.291666666666666
Female,13.1,No,Urban,63.0,,68.7,High (10-15h),Fair (60-75%),Pass (50-70),4.872340425531915
Male,9.7,No,Rural,57.6,Tertiary,66.5,Medium (5-10h),Poor (<60%),Pass (50-70),6.214953271028038
Male,12.9,No,Rural,59.7,Tertiary,81.6,High (10-15h),Poor (<60%),Good (70-85),5.870503597122301
Female,6.6,No,Urban,83.1,Primary,70.6,Medium (5-10h),Good (75-90%),Good (70-85),9.289473684210526
Male,11.7,Yes,Urban,69.2,Tertiary,94.7,High (10-15h),Fair (60-75%),Excellent (85+),7.456692913385828
Female,7.1,Yes,Rural,62.5,Secondary,58.7,Medium (5-10h),Fair (60-75%),Pass (50-70),7.246913580246915
Male,8.0,Yes,Urban,79.1,Secondary,81.5,Medium (5-10h),Good (75-90%),Good (70-85),9.055555555555555
Male,7.1,No,Urban,94.9,Tertiary,60.3,Medium (5-10h),Excellent (90%+),Pass (50-70),7.444444444444445
Female,10.8,No,Urban,51.2,Primary,66.6,High (10-15h),Poor (<60%),Pass (50-70),5.644067796610169
Female,2.7,Yes,Rural,79.8,Secondary,55.2,Low (0-5h),Good (75-90%),Pass (50-70),14.91891891891892
Male,3.8,No,Urban,83.6,Secondary,46.6,Low (0-5h),Good (75-90%),Fail (<50),9.708333333333334
Male,8.2,No,Rural,71.7,Secondary,53.3,Medium (5-10h),Fair (60-75%),Pass (50-70),5.793478260869565
Female,8.2,Yes,Urban,96.0,Tertiary,93.6,Medium (5-10h),Excellent (90%+),Excellent (85+),10.173913043478262
Female,10.8,Yes,Urban,58.5,Secondary,84.0,High (10-15h),Poor (<60%),Good (70-85),7.11864406779661
Female,1.8,No,Urban,50.6,Secondary,31.3,Low (0-5h),Poor (<60%),Fail (<50),11.178571428571429
Male,16.0,No,Rural,92.0,Primary,92.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.411764705882353
Male,13.3,No,Urban,69.8,Tertiary,85.8,High (10-15h),Fair (60-75%),Excellent (85+),5.999999999999999
Male,8.4,No,Rural,91.5,,53.1,Medium (5-10h),Excellent (90%+),Pass (50-70),5.648936170212766
Male,15.0,No,Urban,99.8,Secondary,92.7,High (10-15h),Excellent (90%+),Excellent (85+),5.79375
Male,15.4,Yes,Urban,55.8,Secondary,94.4,Very High (15h+),Poor (<60%),Excellent (85+),5.75609756097561
Female,1.6,No,Rural,91.6,Primary,30.9,Low (0-5h),Excellent (90%+),Fail (<50),11.884615384615383
Male,11.3,No,Rural,88.0,Primary,76.3,High (10-15h),Good (75-90%),Good (70-85),6.203252032520324
Male,15.4,Yes,Urban,88.8,Secondary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),6.097560975609756
Male,9.5,No,Rural,72.0,Primary,58.9,Medium (5-10h),Fair (60-75%),Pass (50-70),5.609523809523809
Male,9.6,No,Urban,80.5,Tertiary,65.4,Medium (5-10h),Good (75-90%),Pass (50-70),6.169811320754718
Male,7.4,Yes,Urban,62.4,Secondary,73.6,Medium (5-10h),Fair (60-75%),Good (70-85),8.761904761904761
Female,11.9,No,Rural,51.6,,53.6,High (10-15h),Poor (<60%),Pass (50-70),4.155038759689923
Female,10.4,No,Rural,86.4,Tertiary,72.9,High (10-15h),Good (75-90%),Good (70-85),6.394736842105264
Female,9.1,No,Urban,56.9,Tertiary,55.6,Medium (5-10h),Poor (<60%),Pass (50-70),5.504950495049505
Female,15.6,No,Urban,65.0,Tertiary,90.4,Very High (15h+),Fair (60-75%),Excellent (85+),5.445783132530121
Female,8.1,No,Rural,52.7,Secondary,52.8,Medium (5-10h),Poor (<60%),Pass (50-70),5.802197802197802
Male,6.6,No,Urban,78.3,Tertiary,53.7,Medium (5-10h),Good (75-90%),Pass (50-70),7.0657894736842115
Male,16.0,No,Urban,92.9,Tertiary,92.6,Very High (15h+),Excellent (90%+),Excellent (85+),5.447058823529411
Female,9.5,No,Urban,53.6,Secondary,64.6,Medium (5-10h),Poor (<60%),Pass (50-70),6.152380952380952
Female,8.6,Yes,Urban,69.6,Tertiary,76.0,Medium (5-10h),Fair (60-75%),Good (70-85),7.916666666666667
Female,12.0,No,Urban,91.6,Primary,85.7,High (10-15h),Excellent (90%+),Excellent (85+),6.592307692307693
Female,10.9,Yes,Rural,88.7,Secondary,93.0,High (10-15h),Good (75-90%),Excellent (85+),7.815126050420168
Female,4.7,Yes,Urban,60.7,Tertiary,68.9,Low (0-5h),Fair (60-75%),Pass (50-70),12.087719298245615
Female,14.7,No,Rural,62.6,Secondary,74.2,High (10-15h),Fair (60-75%),Good (70-85),4.726114649681529
Female,10.7,No,Urban,81.6,Tertiary,84.6,High (10-15h),Good (75-90%),Good (70-85),7.230769230769231
Female,9.8,Yes,Rural,62.0,Secondary,76.5,Medium (5-10h),Fair (60-75%),Good (70-85),7.083333333333333
Male,11.2,No,Rural,67.2,Secondary,59.9,High (10-15h),Fair (60-75%),Pass (50-70),4.909836065573771
Male,6.6,Yes,Urban,89.0,Secondary,68.3,Medium (5-10h),Good (75-90%),Pass (50-70),8.986842105263158
Male,8.9,No,Rural,80.8,Tertiary,59.0,Medium (5-10h),Good (75-90%),Pass (50-70),5.959595959595959
Female,11.7,No,Urban,55.3,Tertiary,69.0,High (10-15h),Poor (<60%),Pass (50-70),5.433070866141732
Female,12.4,No,Urban,69.3,Secondary,77.8,High (10-15h),Fair (60-75%),Good (70-85),5.805970149253731
Female,7.5,No,Urban,59.9,,49.4,Medium (5-10h),Poor (<60%),Fail (<50),5.811764705882353
Female,10.5,Yes,Urban,77.3,Primary,87.5,High (10-15h),Good (75-90%),Excellent (85+),7.608695652173913
Male,9.6,No,Urban,97.4,Primary,73.0,Medium (5-10h),Excellent (90%+),Good (70-85),6.886792452830189
Male,13.6,No,Rural,75.0,Secondary,76.0,High (10-15h),Fair (60-75%),Good (70-85),5.205479452054795
Female,11.4,Yes,Urban,91.7,Tertiary,97.4,High (10-15h),Excellent (90%+),Excellent (85+),7.85483870967742
Male,11.3,No,Urban,84.0,Tertiary,80.9,High (10-15h),Good (75-90%),Good (70-85),6.5772357723577235
Female,12.7,No,Urban,73.0,Secondary,83.5,High (10-15h),Fair (60-75%),Good (70-85),6.094890510948906
Female,11.5,Yes,Rural,95.7,Secondary,95.0,High (10-15h),Excellent (90%+),Excellent (85+),7.6
Female,4.8,No,Rural,98.6,,57.0,Low (0-5h),Excellent (90%+),Pass (50-70),9.827586206896552
Female,16.0,No,Urban,97.3,Tertiary,100.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.882352941176471
Female,8.7,Yes,Urban,93.9,Secondary,80.6,Medium (5-10h),Excellent (90%+),Good (70-85),8.309278350515465
Male,9.6,No,Rural,87.0,,57.9,Medium (5-10h),Good (75-90%),Pass (50-70),5.462264150943397
Male,9.8,No,Urban,95.9,Tertiary,76.6,Medium (5-10h),Excellent (90%+),Good (70-85),7.092592592592592
Male,4.3,No,Rural,59.7,Secondary,43.3,Low (0-5h),Poor (<60%),Fail (<50),8.169811320754716
Male,7.6,No,Urban,93.6,Secondary,70.2,Medium (5-10h),Excellent (90%+),Good (70-85),8.162790697674419
Female,11.8,No,Urban,75.0,Secondary,78.3,High (10-15h),Fair (60-75%),Good (70-85),6.117187499999999
Male,9.4,No,Urban,57.3,Tertiary,57.7,Medium (5-10h),Poor (<60%),Pass (50-70),5.548076923076923
Male,9.3,No,Urban,74.7,Tertiary,69.5,Medium (5-10h),Fair (60-75%),Pass (50-70),6.74757281553398
Male,11.5,No,Urban,51.9,Secondary,63.7,High (10-15h),Poor (<60%),Pass (50-70),5.096
Male,6.6,No,Urban,95.3,Primary,59.1,Medium (5-10h),Excellent (90%+),Pass (50-70),7.776315789473685
Female,7.7,Yes,Rural,62.9,Secondary,70.8,Medium (5-10h),Fair (60-75%),Good (70-85),8.13793103448276
Female,16.0,No,Urban,63.3,,70.2,Very High (15h+),Fair (60-75%),Good (70-85),4.129411764705883
Female,7.2,No,Rural,72.2,Secondary,49.0,Medium (5-10h),Fair (60-75%),Fail (<50),5.975609756097562
Female,8.9,Yes,Rural,59.5,,76.6,Medium (5-10h),Poor (<60%),Good (70-85),7.737373737373736
Female,5.9,No,Urban,96.3,Primary,63.6,Medium (5-10h),Excellent (90%+),Pass (50-70),9.217391304347826
Male,15.3,No,Urban,84.5,Tertiary,97.3,Very High (15h+),Good (75-90%),Excellent (85+),5.969325153374233
Female,11.1,Yes,Urban,83.9,Primary,82.5,High (10-15h),Good (75-90%),Good (70-85),6.818181818181818
Male,12.9,No,Urban,95.8,Tertiary,75.6,High (10-15h),Excellent (90%+),Good (70-85),5.438848920863308
Male,8.9,No,Urban,56.6,Secondary,60.2,Medium (5-10h),Poor (<60%),Pass (50-70),6.08080808080808
Female,9.8,Yes,Rural,63.0,Secondary,75.5,Medium (5-10h),Fair (60-75%),Good (70-85),6.9907407407407405
Female,9.7,No,Urban,83.3,Tertiary,86.0,Medium (5-10h),Good (75-90%),Excellent (85+),8.037383177570094
Female,6.9,No,Urban,84.4,Secondary,61.5,Medium (5-10h),Good (75-90%),Pass (50-70),7.784810126582278
Female,3.0,No,Rural,91.7,Tertiary,42.3,Low (0-5h),Excellent (90%+),Fail (<50),10.575
Female,15.3,Yes,Rural,86.4,Primary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),6.134969325153374
Male,13.6,Yes,Rural,52.1,Tertiary,90.1,High (10-15h),Poor (<60%),Excellent (85+),6.171232876712328
Male,15.2,No,Urban,81.2,Primary,91.2,Very High (15h+),Good (75-90%),Excellent (85+),5.62962962962963
Female,4.5,No,Rural,89.3,Secondary,51.5,Low (0-5h),Good (75-90%),Pass (50-70),9.363636363636363
Male,10.1,No,Urban,93.4,Primary,79.7,High (10-15h),Excellent (90%+),Good (70-85),7.180180180180181
Male,11.3,Yes,Urban,93.6,,84.6,High (10-15h),Excellent (90%+),Good (70-85),6.878048780487804
Female,12.5,No,Rural,59.7,Secondary,75.2,High (10-15h),Poor (<60%),Good (70-85),5.57037037037037
Female,15.4,No,Rural,62.2,Primary,90.1,Very High (15h+),Fair (60-75%),Excellent (85+),5.4939024390243905
Female,9.9,Yes,Rural,80.2,Secondary,75.8,Medium (5-10h),Good (75-90%),Good (70-85),6.954128440366972
Male,16.0,No,Rural,73.3,Primary,71.8,Very High (15h+),Fair (60-75%),Good (70-85),4.223529411764706
Male,2.3,No,Rural,68.0,,31.7,Low (0-5h),Fair (60-75%),Fail (<50),9.606060606060606
Female,12.0,No,Urban,98.3,Tertiary,100.0,High (10-15h),Excellent (90%+),Excellent (85+),7.6923076923076925
Female,5.9,No,Rural,60.7,Secondary,44.0,Medium (5-10h),Fair (60-75%),Fail (<50),6.3768115942028984
Male,12.5,Yes,Rural,92.6,Primary,85.4,High (10-15h),Excellent (90%+),Excellent (85+),6.325925925925926
Male,16.0,No,Rural,80.3,Tertiary,91.0,Very High (15h+),Good (75-90%),Excellent (85+),5.352941176470588
Male,7.4,Yes,Rural,84.8,Secondary,76.5,Medium (5-10h),Good (75-90%),Good (70-85),9.107142857142856
Female,15.7,No,Rural,88.7,Secondary,96.7,Very High (15h+),Good (75-90%),Excellent (85+),5.790419161676647
Female,10.3,No,Urban,73.6,Tertiary,78.7,High (10-15h),Fair (60-75%),Good (70-85),6.964601769911504
Male,16.0,No,Rural,98.7,Primary,94.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.529411764705882
Female,12.7,No,Rural,74.0,Primary,72.6,High (10-15h),Fair (60-75%),Good (70-85),5.299270072992701
Male,8.2,No,Rural,64.1,Tertiary,66.9,Medium (5-10h),Fair (60-75%),Pass (50-70),7.271739130434784
Female,10.6,No,Rural,95.3,Secondary,67.6,High (10-15h),Excellent (90%+),Pass (50-70),5.827586206896552
Male,7.2,No,Urban,74.2,Secondary,50.0,Medium (5-10h),Fair (60-75%),Fail (<50),6.097560975609756
Female,12.9,No,Rural,96.4,Primary,82.0,High (10-15h),Excellent (90%+),Good (70-85),5.899280575539568
Female,7.1,Yes,Urban,76.5,Secondary,72.5,Medium (5-10h),Good (75-90%),Good (70-85),8.950617283950617
Female,8.5,No,Urban,61.3,Secondary,57.8,Medium (5-10h),Fair (60-75%),Pass (50-70),6.084210526315789
Female,0.0,No,Rural,67.2,Secondary,33.2,,Fair (60-75%),Fail (<50),33.2
Male,6.5,No,Urban,99.1,Secondary,62.2,Medium (5-10h),Excellent (90%+),Pass (50-70),8.293333333333333
Male,6.7,No,Rural,60.5,Secondary,47.1,Medium (5-10h),Fair (60-75%),Fail (<50),6.116883116883117
Male,14.9,Yes,Urban,68.1,Secondary,100.0,High (10-15h),Fair (60-75%),Excellent (85+),6.289308176100628
Female,13.4,No,Urban,64.4,Primary,80.2,High (10-15h),Fair (60-75%),Good (70-85),5.569444444444445
Female,11.4,No,Urban,85.8,Secondary,88.8,High (10-15h),Good (75-90%),Excellent (85+),7.161290322580645
Female,10.9,No,Rural,61.6,Tertiary,67.6,High (10-15h),Fair (60-75%),Pass (50-70),5.680672268907562
Female,13.7,No,Rural,91.6,,84.3,High (10-15h),Excellent (90%+),Good (70-85),5.73469387755102
Male,10.0,Yes,Rural,97.9,Secondary,82.5,Medium (5-10h),Excellent (90%+),Good (70-85),7.5
Male,16.0,Yes,Urban,70.8,Tertiary,100.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.882352941176471
Male,11.6,No,Rural,74.7,Secondary,71.0,High (10-15h),Fair (60-75%),Good (70-85),5.634920634920635
Male,8.0,Yes,Rural,89.3,Tertiary,71.6,Medium (5-10h),Good (75-90%),Good (70-85),7.955555555555555
Male,13.4,Yes,Urban,72.1,,93.3,High (10-15h),Fair (60-75%),Excellent (85+),6.479166666666666
Male,10.1,Yes,Rural,53.5,Primary,64.8,High (10-15h),Poor (<60%),Pass (50-70),5.837837837837838
Female,14.3,No,Urban,77.2,Secondary,79.2,High (10-15h),Good (75-90%),Good (70-85),5.176470588235294
Female,15.6,No,Urban,76.1,,91.0,Very High (15h+),Good (75-90%),Excellent (85+),5.481927710843373
Male,3.6,Yes,Urban,71.0,Secondary,59.9,Low (0-5h),Fair (60-75%),Pass (50-70),13.021739130434783
Female,10.1,No,Urban,64.5,Secondary,65.9,High (10-15h),Fair (60-75%),Pass (50-70),5.936936936936938
Male,13.4,No,Rural,62.2,Secondary,75.0,High (10-15h),Fair (60-75%),Good (70-85),5.208333333333333
Male,3.7,No,Urban,76.8,Secondary,50.8,Low (0-5h),Good (75-90%),Pass (50-70),10.808510638297872
Female,8.8,No,Urban,57.8,Tertiary,64.5,Medium (5-10h),Poor (<60%),Pass (50-70),6.581632653061224
Male,6.9,Yes,Rural,56.5,Secondary,59.3,Medium (5-10h),Poor (<60%),Pass (50-70),7.50632911392405
Female,13.3,No,Urban,74.5,Primary,85.5,High (10-15h),Fair (60-75%),Excellent (85+),5.979020979020978
Male,6.1,Yes,Rural,68.3,Secondary,61.5,Medium (5-10h),Fair (60-75%),Pass (50-70),8.661971830985916
Male,9.5,No,Urban,89.1,Primary,67.2,Medium (5-10h),Good (75-90%),Pass (50-70),6.4
Male,5.3,No,Rural,69.6,Primary,41.8,Medium (5-10h),Fair (60-75%),Fail (<50),6.634920634920634
Male,15.0,Yes,Urban,95.4,Secondary,100.0,High (10-15h),Excellent (90%+),Excellent (85+),6.25
Female,11.6,No,Rural,57.7,Secondary,67.1,High (10-15h),Poor (<60%),Pass (50-70),5.325396825396825
Male,9.3,No,Urban,95.6,Primary,68.0,Medium (5-10h),Excellent (90%+),Pass (50-70),6.601941747572815
Male,3.8,No,Urban,58.8,Secondary,38.4,Low (0-5h),Poor (<60%),Fail (<50),8.0
Female,10.3,Yes,Urban,61.5,Tertiary,79.0,High (10-15h),Fair (60-75%),Good (70-85),6.991150442477876
Female,12.8,No,Urban,60.7,Primary,71.6,High (10-15h),Fair (60-75%),Good (70-85),5.188405797101448
Male,10.1,No,Urban,89.2,,67.9,High (10-15h),Good (75-90%),Pass (50-70),6.117117117117118
Male,10.8,No,Rural,71.0,Primary,72.2,High (10-15h),Fair (60-75%),Good (70-85),6.11864406779661
Female,11.0,No,Urban,92.6,Tertiary,75.2,High (10-15h),Excellent (90%+),Good (70-85),6.266666666666667
